日期,距離,光線
2022-11-13 15:46:39,100,16.121152906692693
2022-11-13 15:47:11,100,16.121152906692693
2022-11-13 18:23:40,100,0.4885197850512668
2022-11-13 18:24:12,100,0.4885197850512668
2022-11-13 23:44:17,100,0.4885197850512668
2022-11-13 23:44:50,100,0.4885197850512668
2022-11-13 23:45:21,100,0.4885197850512668
2022-11-13 23:45:51,100,0.4885197850512668
2022-11-13 23:46:21,100,0.4885197850512668
2022-11-13 23:46:52,100,0.4885197850512668
2022-11-13 23:47:22,100,0.4885197850512668
2022-11-13 23:47:52,100,0.4885197850512668
2022-11-13 23:48:23,100,0.4885197850512668
2022-11-13 23:48:53,100,0.4885197850512668
2022-11-13 23:49:23,100,0.4885197850512668
2022-11-13 23:49:54,100,0.4885197850512668
2022-11-13 23:50:24,100,0.4885197850512668
2022-11-13 23:50:55,100,0.4885197850512668
2022-11-13 23:51:25,100,0.4885197850512668
2022-11-13 23:51:55,100,0.4885197850512668
2022-11-13 23:52:26,100,0.4885197850512668
2022-11-13 23:52:56,100,0.4885197850512668
